Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,is_anomaly,revenue,cost,margin_pct,unit_price,discount_pct,order_year,order_month,order_quarter,ship_days,category_clean,sub_category_clean,region_clean,is_high_value_order,profit_tier
5944,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,0.0,2.6376,False,6.28,3.6424000000000003,42.0,6.28,0.0,2014,2014-08,Q3 2014,4,Furniture,Furnishings,West,False,High
5945,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0.0,30.432,False,95.1,64.66799999999999,32.0,19.02,0.0,2014,2014-08,Q3 2014,4,Technology,Accessories,West,False,High
5946,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92,4,0.0,12.4416,False,25.92,13.478400000000002,47.99999999999999,6.48,0.0,2014,2014-08,Q3 2014,4,Office Supplies,Paper,West,False,High
5947,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84,4,0.0,13.1868,False,48.84,35.653200000000005,26.999999999999996,12.21,0.0,2014,2014-08,Q3 2014,4,Office Supplies,Storage,West,False,High
5948,CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,Brad Eason,Home Office,United States,Des Moines,Iowa,50315,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0.0,12.691,False,25.9,13.208999999999998,49.00000000000001,5.18,0.0,2015,2015-09,Q3 2015,4,Office Supplies,Binders,Central,False,High
5949,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0.0,19.6328,False,42.68,23.0472,46.0,10.67,0.0,2017,2017-03,Q1 2017,0,Office Supplies,Envelopes,South,False,High
5950,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97,3,0.0,125.9874,False,299.97,173.98260000000005,41.99999999999999,99.99000000000001,0.0,2017,2017-03,Q1 2017,0,Technology,Accessories,South,True,High
5951,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0.0,78.672,False,262.24,183.568,30.0,131.12,0.0,2017,2017-03,Q1 2017,0,Office Supplies,Appliances,South,True,High
5952,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,0.0,112.4928,False,234.36,121.86720000000001,48.0,39.06,0.0,2017,2017-03,Q1 2017,0,Office Supplies,Binders,South,True,High
5953,US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.736,4,0.2,7.2576,False,20.736,13.4784,35.0,5.184,20.0,2017,2017-04,Q2 2017,6,Office Supplies,Paper,Central,False,High
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0.0,2.94,False,10.5,7.5600000000000005,27.999999999999996,2.1,0.0,2014,2014-03,Q1 2014,1,Office Supplies,Art,East,False,High
5955,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,2,0.2,7.7896,False,23.968,16.1784,32.5,11.984,20.0,2014,2014-11,Q4 2014,4,Furniture,Furnishings,East,False,High
5956,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,0.5,-250.5408,False,521.96,772.5008,-47.99999999999999,130.49,50.0,2014,2014-11,Q4 2014,4,Furniture,Bookcases,East,True,Loss
5957,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0.0,6.7655,False,676.55,669.7845,1.0000000000000002,135.31,0.0,2016,2016-03,Q1 2016,3,Office Supplies,Storage,West,True,Low
5958,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0.0,40.274,False,154.9,114.626,26.0,30.98,0.0,2016,2016-03,Q1 2016,3,Office Supplies,Appliances,West,False,High
5959,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0.0,14.9744,False,30.56,15.5856,49.0,7.64,0.0,2016,2016-03,Q1 2016,3,Office Supplies,Envelopes,West,False,High
5960,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3,0.2,77.0352,False,770.352,693.3168,10.0,256.784,20.0,2016,2016-03,Q1 2016,3,Furniture,Chairs,West,True,Medium
5961,CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472,False,21.12,14.5728,31.0,5.28,0.0,2017,2017-02,Q1 2017,5,Furniture,Furnishings,West,False,High
5962,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,9,0.2,57.5928,False,575.928,518.3352,10.0,63.992,20.0,2014,2014-11,Q4 2014,2,Technology,Phones,West,True,Medium
5963,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.0228,False,7.78,5.7572,26.0,3.89,0.0,2014,2014-11,Q4 2014,2,Office Supplies,Appliances,West,False,High
5964,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,4,0.0,55.764,False,123.92,68.156,45.0,30.98,0.0,2014,2014-11,Q4 2014,2,Office Supplies,Paper,West,False,High
5965,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0.0,5.166,False,17.22,12.053999999999998,30.000000000000004,5.739999999999999,0.0,2017,2017-08,Q3 2017,5,Office Supplies,Supplies,West,False,High
5966,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368,False,226.56,163.1232,27.999999999999996,37.76,0.0,2017,2017-08,Q3 2017,5,Office Supplies,Storage,West,True,High
5967,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788,False,107.88,97.092,10.0,35.96,20.0,2017,2017-08,Q3 2017,5,Technology,Phones,West,False,Medium
5968,CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0.0,40.1702,False,81.98,41.8098,49.0,40.99,0.0,2016,2016-01,Q1 2016,2,Office Supplies,Paper,East,False,High
5969,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0.0,50.328,False,104.85,54.52199999999999,48.00000000000001,104.85,0.0,2014,2014-07,Q3 2014,2,Office Supplies,Paper,West,False,High
5970,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,False,8.704,5.548800000000001,36.24999999999999,4.352,20.0,2014,2014-07,Q3 2014,2,Office Supplies,Binders,West,False,High
5971,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0.0,9.7608,False,19.92,10.159200000000002,48.99999999999999,4.98,0.0,2014,2014-07,Q3 2014,2,Office Supplies,Paper,West,False,High
5972,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0.0,15.4872,False,43.02,27.5328,36.0,14.340000000000002,0.0,2014,2014-07,Q3 2014,2,Furniture,Furnishings,West,False,High
5973,CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784,1,0.2,30.098,False,240.784,210.68599999999998,12.5,240.784,20.0,2017,2017-02,Q1 2017,5,Furniture,Bookcases,East,True,Medium
5974,CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,0.0,124.488,False,414.96,290.472,30.0,207.48,0.0,2015,2015-12,Q4 2015,4,Office Supplies,Appliances,East,True,High
5975,CA-2016-135636,2016-10-08,2016-10-13,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,0.2,-67.851,False,387.72,455.571,-17.5,77.54400000000001,20.0,2016,2016-10,Q4 2016,5,Office Supplies,Storage,South,True,Loss
5976,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,False,360.38,266.6812,26.0,180.19,0.0,2017,2017-07,Q3 2017,4,Office Supplies,Storage,Central,True,High
5977,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0.0,6.2376,False,13.56,7.322400000000001,46.0,6.78,0.0,2017,2017-07,Q3 2017,4,Office Supplies,Paper,Central,False,High
5978,CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552.0,10,0.2,34.5,False,552.0,517.5,6.25,55.2,20.0,2017,2017-04,Q2 2017,1,Technology,Phones,West,True,Low
5979,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,429.9,5,0.0,111.774,False,429.9,318.126,26.0,85.97999999999999,0.0,2014,2014-09,Q3 2014,6,Furniture,Tables,Central,True,High
5980,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,0.0,15.3888,False,32.06,16.671200000000002,48.0,16.03,0.0,2014,2014-09,Q3 2014,6,Office Supplies,Binders,Central,False,High
5981,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0.0,45.3488,False,161.96,116.61120000000001,27.999999999999996,80.98,0.0,2014,2014-09,Q3 2014,6,Furniture,Chairs,Central,False,High
5982,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0.0,5.7594,False,19.86,14.1006,29.000000000000004,9.93,0.0,2014,2014-09,Q3 2014,6,Office Supplies,Storage,Central,False,High
5983,CA-2016-114895,2016-11-21,2016-11-28,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.3504,False,12.96,6.609600000000001,48.99999999999999,6.48,0.0,2016,2016-11,Q4 2016,7,Office Supplies,Paper,East,False,High
5984,CA-2017-112984,2017-09-16,2017-09-18,Second Class,EH-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42,False,20.544,14.124,31.25,3.424,20.0,2017,2017-09,Q3 2017,2,Office Supplies,Paper,East,False,High
5985,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.0878,False,185.58,109.49220000000001,41.0,30.930000000000003,0.0,2016,2016-07,Q3 2016,6,Furniture,Furnishings,South,False,High
5986,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0.0,35.6776,False,77.56,41.882400000000004,46.0,38.78,0.0,2016,2016-07,Q3 2016,6,Office Supplies,Binders,South,False,High
5987,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0.0,0.8792,False,87.92,87.0408,1.0,21.98,0.0,2016,2016-07,Q3 2016,6,Office Supplies,Storage,South,False,Low
5988,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,0.0,120.5106,False,245.94,125.4294,49.0,40.99,0.0,2016,2016-07,Q3 2016,6,Office Supplies,Paper,South,True,High
5989,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,0.0,4.042,False,8.6,4.558,47.0,8.6,0.0,2016,2016-07,Q3 2016,6,Office Supplies,Binders,South,False,High
5990,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0.0,126.225,False,504.9,378.67499999999995,25.0,100.97999999999999,0.0,2016,2016-07,Q3 2016,6,Furniture,Bookcases,South,True,High
5991,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,7,0.2,884.058,False,2357.488,1473.4299999999998,37.5,336.784,20.0,2017,2017-09,Q3 2017,6,Office Supplies,Binders,West,True,High
5992,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7,0.2,32.3351,False,369.544,337.20889999999997,8.75,52.791999999999994,20.0,2017,2017-09,Q3 2017,6,Technology,Phones,West,True,Low
5993,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,False,184.752,205.53660000000002,-11.25,61.584,20.0,2017,2017-09,Q3 2017,6,Furniture,Chairs,West,False,Loss
5994,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,0.2,-4.06,False,64.96,69.02,-6.25,12.991999999999999,20.0,2016,2016-12,Q4 2016,0,Office Supplies,Storage,East,False,Loss
5995,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69,False,13.52,11.83,12.5,6.76,20.0,2016,2016-12,Q4 2016,0,Office Supplies,Supplies,East,False,Medium
5996,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,0.3,-137.529,False,458.43,595.9590000000001,-30.0,91.686,30.0,2016,2016-12,Q4 2016,0,Furniture,Chairs,East,True,Loss
5997,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,0.2,24.196,False,387.136,362.94,6.25,96.784,20.0,2016,2016-12,Q4 2016,0,Office Supplies,Appliances,East,True,Low
5998,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,False,328.59,476.4555,-45.0,109.52999999999999,40.0,2016,2016-12,Q4 2016,0,Furniture,Tables,East,True,Loss
5999,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,3,0.2,4.2294,False,338.352,334.1226,1.25,112.78399999999999,20.0,2014,2014-12,Q4 2014,4,Furniture,Chairs,West,True,Low
6000,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,4,0.0,12.4416,False,25.92,13.478400000000002,47.99999999999999,6.48,0.0,2014,2014-12,Q4 2014,4,Office Supplies,Paper,West,False,High
6001,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0.0,42.0256,False,91.36,49.3344,46.0,22.84,0.0,2014,2014-12,Q4 2014,4,Office Supplies,Paper,West,False,High
6002,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Phoenix,Arizona,85023,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965,False,87.96,80.2635,8.75,29.319999999999997,20.0,2014,2014-12,Q4 2014,4,Furniture,Furnishings,West,False,Low
6003,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,False,5.214,9.385200000000001,-80.0,2.607,70.0,2014,2014-12,Q4 2014,4,Office Supplies,Binders,West,False,Loss
6004,US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Miami,Florida,33142,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,1,0.7,-8.6058,False,12.294,20.8998,-70.0,12.294,70.0,2017,2017-09,Q3 2017,6,Office Supplies,Binders,South,False,Loss
6005,CA-2017-107244,2017-09-07,2017-09-11,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.2992,False,19.76,11.4608,42.0,4.94,0.0,2017,2017-09,Q3 2017,4,Furniture,Furnishings,West,False,High
6006,CA-2015-100657,2015-11-02,2015-11-07,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372,False,109.764,101.2268,7.777777777777778,54.882,10.0,2015,2015-11,Q4 2015,5,Furniture,Chairs,East,False,Low
6007,CA-2017-129581,2017-12-11,2017-12-18,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New Bedford,Massachusetts,2740,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0.0,3.8655,False,128.85,124.9845,3.0000000000000004,42.949999999999996,0.0,2017,2017-12,Q4 2017,7,Technology,Phones,East,False,Low
6008,CA-2017-129028,2017-04-01,2017-04-03,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,29501,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,False,127.95,106.1985,17.0,42.65,0.0,2017,2017-04,Q2 2017,2,Furniture,Furnishings,South,False,Medium
6009,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52,3,0.0,31.5192,False,68.52,37.0008,46.0,22.84,0.0,2015,2015-12,Q4 2015,4,Office Supplies,Paper,West,False,High
6010,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0.0,14.2386,False,74.94,60.7014,19.0,24.98,0.0,2015,2015-12,Q4 2015,4,Office Supplies,Storage,West,False,Medium
6011,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6,0.2,286.713,False,2548.56,2261.8469999999998,11.250000000000002,424.76,20.0,2015,2015-12,Q4 2015,4,Technology,Machines,West,True,Medium
6012,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0.0,122.148,False,271.44,149.292,45.0,90.48,0.0,2015,2015-12,Q4 2015,4,Office Supplies,Envelopes,West,True,High
6013,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,False,287.88,251.89499999999998,12.5,95.96,20.0,2015,2015-12,Q4 2015,4,Technology,Phones,West,True,Medium
6014,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0.0,7.152,False,14.9,7.748,48.0,2.98,0.0,2016,2016-03,Q1 2016,1,Office Supplies,Paper,West,False,High
6015,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,False,4158.912,3795.0072,8.75,519.864,20.0,2016,2016-03,Q1 2016,1,Technology,Phones,West,True,Low
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332,False,91.96,76.32679999999999,17.0,45.98,0.0,2014,2014-04,Q2 2014,6,Furniture,Furnishings,West,False,Medium
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,False,33.11,20.1971,39.0,4.7299999999999995,0.0,2014,2014-04,Q2 2014,6,Furniture,Furnishings,West,False,High
